Empresa Distribuidora,Tipo Cliente,Mes,Año,date,Energía (gwh),Potencia (mw)
EdeNorte,Industrial,8,2021,2021-08-01,78.41,241.88
EdeNorte,Industrial,8,2022,2022-08-01,76.24345999999998,241.385103
EdeNorte,Industrial,8,2023,2023-08-01,78.36,246.65
EdeNorte,Industrial,8,2024,2024-08-01,83.53,262.8
EdeNorte,Industrial,9,2012,2012-09-01,44.899525,156.0577680000001
EdeNorte,Industrial,9,2013,2013-09-01,51.574077,173.90386000000007
EdeNorte,Industrial,9,2014,2014-09-01,54.761352,175.919696
EdeNorte,Industrial,9,2015,2015-09-01,56.786597,181.81503600000005
EdeNorte,Industrial,9,2016,2016-09-01,65.597105,201.85768299999995
EdeNorte,Industrial,9,2017,2017-09-01,64.956916,198.94043900000005
EdeNorte,Industrial,9,2018,2018-09-01,67.90094,208.96820499999998
EdeNorte,Industrial,9,2019,2019-09-01,77.646492,231.74467600000028
EdeNorte,Industrial,9,2020,2020-09-01,71.628106,239.228092
EdeNorte,Industrial,9,2021,2021-09-01,78.23,244.57
EdeNorte,Industrial,9,2022,2022-09-01,79.13872599999999,244.653132
EdeNorte,Industrial,9,2023,2023-09-01,76.23,242.13
EdeNorte,Industrial,9,2024,2024-09-01,91.92,286.86
EdeNorte,Industrial,10,2012,2012-10-01,45.950359,159.359894
EdeNorte,Industrial,10,2013,2013-10-01,51.363788,172.81668299999998
EdeNorte,Industrial,10,2014,2014-10-01,52.317513,174.6445249999999
EdeNorte,Industrial,10,2015,2015-10-01,55.073518,181.99971300000007
EdeNorte,Industrial,10,2016,2016-10-01,64.178366,201.955467
EdeNorte,Industrial,10,2017,2017-10-01,60.65,204.68
EdeNorte,Industrial,10,2018,2018-10-01,65.030023,214.30239699999996
EdeNorte,Industrial,10,2019,2019-10-01,72.650876,234.024526
EdeNorte,Industrial,10,2020,2020-10-01,68.155728,237.49713600000004
EdeNorte,Industrial,10,2021,2021-10-01,75.07,244.87
EdeNorte,Industrial,10,2022,2022-10-01,69.80954700000001,239.21859
EdeNorte,Industrial,10,2023,2023-10-01,78.95,223.33
EdeNorte,Industrial,10,2024,2024-10-01,78.200343,323.35207
EdeNorte,Industrial,11,2012,2012-11-01,46.889867,159.84988399999986
EdeNorte,Industrial,11,2013,2013-11-01,53.638655,168.37963399999992
EdeNorte,Industrial,11,2014,2014-11-01,55.513283,175.405
EdeNorte,Industrial,11,2015,2015-11-01,57.855326,182.754466
EdeNorte,Industrial,11,2016,2016-11-01,64.063184,201.65580899999992
EdeNorte,Industrial,11,2017,2017-11-01,66.332219,204.56702400000006
EdeNorte,Industrial,11,2018,2018-11-01,72.679673,226.543226
EdeNorte,Industrial,11,2019,2019-11-01,74.96323,231.65803700000004
EdeNorte,Industrial,11,2020,2020-11-01,72.944543,237.251537
EdeNorte,Industrial,11,2021,2021-11-01,73.5,246.12
EdeNorte,Industrial,11,2022,2022-11-01,77.70051,243.970476
EdeNorte,Industrial,11,2023,2023-11-01,75.82,247.11
EdeNorte,Industrial,11,2024,2024-11-01,88.685405,272.7946089999999
EdeNorte,Industrial,12,2012,2012-12-01,32.59046,114.41031200000002
EdeNorte,Industrial,12,2013,2013-12-01,51.170432,174.40339
EdeNorte,Industrial,12,2014,2014-12-01,50.323825,174.461
EdeNorte,Industrial,12,2015,2015-12-01,57.130734,192.904299
EdeNorte,Industrial,12,2016,2016-12-01,58.36,202.27
EdeNorte,Industrial,12,2017,2017-12-01,59.651911,204.077982
EdeNorte,Industrial,12,2018,2018-12-01,73.650126,233.49926899999997
EdeNorte,Industrial,12,2019,2019-12-01,70.625313,231.05135999999996
EdeNorte,Industrial,12,2020,2020-12-01,68.582251,235.599244
EdeNorte,Industrial,12,2021,2021-12-01,70.26,232.67
EdeNorte,Industrial,12,2022,2022-12-01,72.275525,244.908823
EdeNorte,Industrial,12,2023,2023-12-01,68.59,269.81
EdeNorte,Industrial,12,2024,2024-12-01,81.26383799999999,266.335464
EdeNorte,Residencial,1,2012,2012-01-01,102.90298644600003,11.037899999999997
EdeNorte,Residencial,1,2013,2013-01-01,101.452842,53.513631
EdeNorte,Residencial,1,2014,2014-01-01,111.938465,51.21220300000001
EdeNorte,Residencial,1,2015,2015-01-01,121.03031,55.144494
EdeNorte,Residencial,1,2016,2016-01-01,122.842504,40.96992999999999
EdeNorte,Residencial,1,2017,2017-01-01,123.266235,26.185867000000002
EdeNorte,Residencial,1,2018,2018-01-01,132.319259,27.598969999999994
EdeNorte,Residencial,1,2019,2019-01-01,135.955677,7.299168999999999
EdeNorte,Residencial,1,2020,2020-01-01,147.903255,7.256429000000002
EdeNorte,Residencial,1,2021,2021-01-01,153.811637,8.278153
EdeNorte,Residencial,1,2022,2022-01-01,159.637126,22.739961
EdeNorte,Residencial,1,2023,2023-01-01,159.17,56.94
EdeNorte,Residencial,1,2024,2024-01-01,175.8,74.8
EdeNorte,Residencial,2,2012,2012-02-01,100.931771981,10.588048999999998
EdeNorte,Residencial,2,2013,2013-02-01,100.265863,50.312014
EdeNorte,Residencial,2,2014,2014-02-01,110.410015,50.94974600000002
EdeNorte,Residencial,2,2015,2015-02-01,117.497328,54.658913
EdeNorte,Residencial,2,2016,2016-02-01,119.192751,40.703250000000004
EdeNorte,Residencial,2,2017,2017-02-01,115.642543,26.211629000000006
EdeNorte,Residencial,2,2018,2018-02-01,127.451967,27.674946
EdeNorte,Residencial,2,2019,2019-02-01,131.065491,6.316316
EdeNorte,Residencial,2,2020,2020-02-01,139.60608,7.2101380000000015
EdeNorte,Residencial,2,2021,2021-02-01,148.85159,19.675546
EdeNorte,Residencial,2,2022,2022-02-01,155.425979,22.028962
EdeNorte,Residencial,2,2023,2023-02-01,152.96,35.29
EdeNorte,Residencial,2,2024,2024-02-01,175.83,91.5
EdeNorte,Residencial,3,2012,2012-03-01,100.02368752600002,10.960860999999998
EdeNorte,Residencial,3,2013,2013-03-01,98.834555,50.70480299999999
EdeNorte,Residencial,3,2014,2014-03-01,108.186867,51.048494
EdeNorte,Residencial,3,2015,2015-03-01,115.89427,54.18659099999999
EdeNorte,Residencial,3,2016,2016-03-01,113.119409,30.724892
EdeNorte,Residencial,3,2017,2017-03-01,115.699342,26.568618999999998
EdeNorte,Residencial,3,2018,2018-03-01,120.086417,28.028308000000006
EdeNorte,Residencial,3,2019,2019-03-01,128.119639,6.3938559999999995
EdeNorte,Residencial,3,2020,2020-03-01,139.274166,7.2719080000000025
EdeNorte,Residencial,3,2021,2021-03-01,147.769107,19.47
EdeNorte,Residencial,3,2022,2022-03-01,156.317006,21.303321
EdeNorte,Residencial,3,2023,2023-03-01,160.32,32.4
EdeNorte,Residencial,3,2024,2024-03-01,176.76,61.74
EdeNorte,Residencial,4,2012,2012-04-01,115.812148,49.146047000000024
EdeNorte,Residencial,4,2013,2013-04-01,103.270235,50.756122000000005
EdeNorte,Residencial,4,2014,2014-04-01,114.511118,51.086443
EdeNorte,Residencial,4,2015,2015-04-01,122.906646,54.237016
EdeNorte,Residencial,4,2016,2016-04-01,124.559405,27.031166999999993
EdeNorte,Residencial,4,2017,2017-04-01,122.93,26.68
EdeNorte,Residencial,4,2018,2018-04-01,130.778176,28.076317000000003
EdeNorte,Residencial,4,2019,2019-04-01,133.931936,6.528957
EdeNorte,Residencial,4,2020,2020-04-01,151.780135,7.363321000000001
EdeNorte,Residencial,4,2021,2021-04-01,152.660097,18.73
EdeNorte,Residencial,4,2022,2022-04-01,157.197975,26.383852
EdeNorte,Residencial,4,2023,2023-04-01,152.93,23.13
EdeNorte,Residencial,4,2024,2024-04-01,188.81,65.54
EdeNorte,Residencial,5,2012,2012-05-01,111.218542,48.19435999999999
EdeNorte,Residencial,5,2013,2013-05-01,107.943155,50.406806
EdeNorte,Residencial,5,2014,2014-05-01,121.383994,51.08184499999999
EdeNorte,Residencial,5,2015,2015-05-01,128.779953,52.51378699999999
EdeNorte,Residencial,5,2016,2016-05-01,124.017197,26.823254000000002
EdeNorte,Residencial,5,2017,2017-05-01,124.048577,27.010714
EdeNorte,Residencial,5,2018,2018-05-01,142.516782,29.411013000000004
EdeNorte,Residencial,5,2019,2019-05-01,145.353699,6.927518
EdeNorte,Residencial,5,2020,2020-05-01,168.53389,7.255947
EdeNorte,Residencial,5,2021,2021-05-01,159.46889,19.020681
EdeNorte,Residencial,5,2022,2022-05-01,163.226812,26.635699
EdeNorte,Residencial,5,2023,2023-05-01,177.33,15.91
EdeNorte,Residencial,5,2024,2024-05-01,171.83,58.83
EdeNorte,Residencial,6,2012,2012-06-01,127.586306,79.21087699999998
EdeNorte,Residencial,6,2013,2013-06-01,110.175203,50.867778
EdeNorte,Residencial,6,2014,2014-06-01,122.5935,52.54351099999999
EdeNorte,Residencial,6,2015,2015-06-01,128.518708,52.48846099999998
EdeNorte,Residencial,6,2016,2016-06-01,131.188499,26.860768999999998
EdeNorte,Residencial,6,2017,2017-06-01,140.136283,27.355848000000005
EdeNorte,Residencial,6,2018,2018-06-01,147.959676,29.088842999999997
EdeNorte,Residencial,6,2019,2019-06-01,153.269276,7.0073529999999975
EdeNorte,Residencial,6,2020,2020-06-01,178.004491,7.434881000000002
EdeNorte,Residencial,6,2021,2021-06-01,169.613445,23.400616
EdeNorte,Residencial,6,2022,2022-06-01,183.106216,28.935688
EdeNorte,Residencial,6,2023,2023-06-01,306.42,12.54
EdeNorte,Residencial,6,2024,2024-06-01,161.66,63.82
EdeNorte,Residencial,7,2012,2012-07-01,128.61935,55.526518999999986
EdeNorte,Residencial,7,2013,2013-07-01,111.230958,49.94562800000001
EdeNorte,Residencial,7,2014,2014-07-01,129.513476,52.28476699999999
EdeNorte,Residencial,7,2015,2015-07-01,129.780287,52.79776099999998
EdeNorte,Residencial,7,2016,2016-07-01,135.064008,27.220306000000004
EdeNorte,Residencial,7,2017,2017-07-01,143.936793,27.352752999999996
EdeNorte,Residencial,7,2018,2018-07-01,154.422708,25.615795999999996
EdeNorte,Residencial,7,2019,2019-07-01,162.214726,7.130454999999996
EdeNorte,Residencial,7,2020,2020-07-01,185.542781,7.585026000000002
EdeNorte,Residencial,7,2021,2021-07-01,174.631224,22.23
EdeNorte,Residencial,7,2022,2022-07-01,196.1,28.29
EdeNorte,Residencial,7,2023,2023-07-01,215.26,35.49
EdeNorte,Residencial,7,2024,2024-07-01,223.89,73.93
EdeNorte,Residencial,8,2012,2012-08-01,132.134295,55.95402499999999
EdeNorte,Residencial,8,2013,2013-08-01,119.436391,50.126604
EdeNorte,Residencial,8,2014,2014-08-01,133.944322,54.010530999999986
EdeNorte,Residencial,8,2015,2015-08-01,139.316539,52.799584
EdeNorte,Residencial,8,2016,2016-08-01,140.311937,27.207891
EdeNorte,Residencial,8,2017,2017-08-01,152.39,28.26
EdeNorte,Residencial,8,2018,2018-08-01,162.678381,26.075305999999998
EdeNorte,Residencial,8,2019,2019-08-01,170.948367,7.224213999999999
EdeNorte,Residencial,8,2020,2020-08-01,184.403606,7.722854
EdeNorte,Residencial,8,2021,2021-08-01,186.411353,23.696392
EdeNorte,Residencial,8,2022,2022-08-01,188.924918,30.028956
EdeNorte,Residencial,8,2023,2023-08-01,216.92,61.5
EdeNorte,Residencial,8,2024,2024-08-01,232.88,53.73
EdeNorte,Residencial,9,2012,2012-09-01,116.358788,54.172521
EdeNorte,Residencial,9,2013,2013-09-01,121.965395,50.32351600000003
EdeNorte,Residencial,9,2014,2014-09-01,130.934065,53.79061499999999
EdeNorte,Residencial,9,2015,2015-09-01,142.344376,50.155489
EdeNorte,Residencial,9,2016,2016-09-01,140.313738,27.413587999999994
EdeNorte,Residencial,9,2017,2017-09-01,151.803434,27.841625000000004
EdeNorte,Residencial,9,2018,2018-09-01,159.642009,25.665812000000006
EdeNorte,Residencial,9,2019,2019-09-01,171.30841,7.1484270000000025
EdeNorte,Residencial,9,2020,2020-09-01,186.249255,7.776586
EdeNorte,Residencial,9,2021,2021-09-01,194.82,24.85
EdeNorte,Residencial,9,2022,2022-09-01,196.917852,31.219381000000002
EdeNorte,Residencial,9,2023,2023-09-01,222.47,29.77
EdeNorte,Residencial,9,2024,2024-09-01,235.76,86.67
EdeNorte,Residencial,10,2012,2012-10-01,114.291859,53.97923300000001
EdeNorte,Residencial,10,2013,2013-10-01,119.185743,49.162116000000026
EdeNorte,Residencial,10,2014,2014-10-01,125.501587,54.801747999999996
EdeNorte,Residencial,10,2015,2015-10-01,136.932119,49.90579000000001
EdeNorte,Residencial,10,2016,2016-10-01,135.355586,27.380474000000003
EdeNorte,Residencial,10,2017,2017-10-01,143.59,27.79
EdeNorte,Residencial,10,2018,2018-10-01,150.694623,20.195406
EdeNorte,Residencial,10,2019,2019-10-01,161.066422,7.113519
EdeNorte,Residencial,10,2020,2020-10-01,178.426435,7.792618
EdeNorte,Residencial,10,2021,2021-10-01,183.414,24.895915
EdeNorte,Residencial,10,2022,2022-10-01,187.15041399999998,73.36135100000001
EdeNorte,Residencial,10,2023,2023-10-01,214.12,31.93
EdeNorte,Residencial,10,2024,2024-10-01,245.90369,60.281285999999994
EdeNorte,Residencial,11,2012,2012-11-01,110.165167,54.618395000000014
EdeNorte,Residencial,11,2013,2013-11-01,118.553861,50.274662000000006
EdeNorte,Residencial,11,2014,2014-11-01,128.102646,55.533
EdeNorte,Residencial,11,2015,2015-11-01,135.990579,49.720332000000006
EdeNorte,Residencial,11,2016,2016-11-01,129.341529,27.273278
EdeNorte,Residencial,11,2017,2017-11-01,142.405376,27.934952
EdeNorte,Residencial,11,2018,2018-11-01,141.475965,7.567506999999999
EdeNorte,Residencial,11,2019,2019-11-01,166.786862,7.1897410000000015
EdeNorte,Residencial,11,2020,2020-11-01,173.31186,7.801599000000001
EdeNorte,Residencial,11,2021,2021-11-01,181.645231,26.460598
EdeNorte,Residencial,11,2022,2022-11-01,180.13920800000002,30.702371
EdeNorte,Residencial,11,2023,2023-11-01,201.33,47.39
EdeNorte,Residencial,11,2024,2024-11-01,216.22751300000002,135.311362
EdeNorte,Residencial,12,2012,2012-12-01,94.119489,31.627974999999996
EdeNorte,Residencial,12,2013,2013-12-01,111.311025,50.47057900000003
EdeNorte,Residencial,12,2014,2014-12-01,117.208862,54.915
EdeNorte,Residencial,12,2015,2015-12-01,118.282512,41.012010999999994
EdeNorte,Residencial,12,2016,2016-12-01,117.62,27.35
EdeNorte,Residencial,12,2017,2017-12-01,130.871004,27.780306999999993
EdeNorte,Residencial,12,2018,2018-12-01,134.580029,7.117476999999999
EdeNorte,Residencial,12,2019,2019-12-01,144.531818,7.183638
EdeNorte,Residencial,12,2020,2020-12-01,149.59871,8.132582999999999
EdeNorte,Residencial,12,2021,2021-12-01,161.462939,31.17044
EdeNorte,Residencial,12,2022,2022-12-01,157.773671,32.37194
EdeNorte,Residencial,12,2023,2023-12-01,175.57,49.2
EdeNorte,Residencial,12,2024,2024-12-01,189.69893399999998,92.975087
EdeSur,Ayuntamiento,1,2012,2012-01-01,4.156745,12.261623
EdeSur,Ayuntamiento,1,2013,2013-01-01,4.316836,12.663018
EdeSur,Ayuntamiento,1,2014,2014-01-01,5.081001,14.899231
EdeSur,Ayuntamiento,1,2015,2015-01-01,4.999475,16.26668
EdeSur,Ayuntamiento,1,2016,2016-01-01,4.990269,16.814644
EdeSur,Ayuntamiento,1,2017,2017-01-01,4.989777,17.076822999999997
EdeSur,Ayuntamiento,1,2018,2018-01-01,5.353942,17.208913999999996
EdeSur,Ayuntamiento,1,2019,2019-01-01,5.661835,18.137679
EdeSur,Ayuntamiento,1,2020,2020-01-01,6.29308,19.146831999999993
EdeSur,Ayuntamiento,1,2021,2021-01-01,6.616799,20.23
EdeSur,Ayuntamiento,1,2022,2022-01-01,6.89,21.34
EdeSur,Ayuntamiento,1,2023,2023-01-01,11.23,29.81
EdeSur,Ayuntamiento,1,2024,2024-01-01,7.28,22.02
EdeSur,Ayuntamiento,2,2012,2012-02-01,4.216405,12.573552
EdeSur,Ayuntamiento,2,2013,2013-02-01,4.301019,12.336611
EdeSur,Ayuntamiento,2,2014,2014-02-01,3.974902,12.244799
EdeSur,Ayuntamiento,2,2015,2015-02-01,4.633903,15.414291
EdeSur,Ayuntamiento,2,2016,2016-02-01,5.041017,16.481506
EdeSur,Ayuntamiento,2,2017,2017-02-01,5.121133,17.047712999999998
EdeSur,Ayuntamiento,2,2018,2018-02-01,5.207571,17.248485000000002
EdeSur,Ayuntamiento,2,2019,2019-02-01,5.475336,18.127074999999998
EdeSur,Ayuntamiento,2,2020,2020-02-01,6.545745,20.560286
EdeSur,Ayuntamiento,2,2021,2021-02-01,6.34,20.2
EdeSur,Ayuntamiento,2,2022,2022-02-01,6.93,20.2
EdeSur,Ayuntamiento,2,2023,2023-02-01,11.16,29.9
EdeSur,Ayuntamiento,2,2024,2024-02-01,7.31,22.16
EdeSur,Ayuntamiento,3,2012,2012-03-01,4.051549,12.14203
EdeSur,Ayuntamiento,3,2013,2013-03-01,4.170845,12.590027
EdeSur,Ayuntamiento,3,2014,2014-03-01,4.745342,14.808939
EdeSur,Ayuntamiento,3,2015,2015-03-01,4.984954,16.913635
EdeSur,Ayuntamiento,3,2016,2016-03-01,4.932527,16.322637
EdeSur,Ayuntamiento,3,2017,2017-03-01,10.934516,17.1
EdeSur,Ayuntamiento,3,2018,2018-03-01,4.921291,17.285629
EdeSur,Ayuntamiento,3,2019,2019-03-01,5.353101,18.176752999999998
EdeSur,Ayuntamiento,3,2020,2020-03-01,6.537365,19.15
EdeSur,Ayuntamiento,3,2021,2021-03-01,6.18,20.17
EdeSur,Ayuntamiento,3,2022,2022-03-01,6.57,22.13
EdeSur,Ayuntamiento,3,2023,2023-03-01,11.05,30.18
EdeSur,Ayuntamiento,3,2024,2024-03-01,7.13,22.01
EdeSur,Ayuntamiento,4,2012,2012-04-01,4.170362,13.776879
EdeSur,Ayuntamiento,4,2013,2013-04-01,4.300236,12.707589
EdeSur,Ayuntamiento,4,2014,2014-04-01,4.789356,14.779918
EdeSur,Ayuntamiento,4,2015,2015-04-01,4.817765,16.182843
EdeSur,Ayuntamiento,4,2016,2016-04-01,5.091616,16.759631
EdeSur,Ayuntamiento,4,2017,2017-04-01,10.132993,22.506469000000006
EdeSur,Ayuntamiento,4,2018,2018-04-01,5.290078,17.312540000000006
EdeSur,Ayuntamiento,4,2019,2019-04-01,5.507616,18.119902
EdeSur,Ayuntamiento,4,2020,2020-04-01,6.467759,20.670260999999996
EdeSur,Ayuntamiento,4,2021,2021-04-01,6.35,20.14
EdeSur,Ayuntamiento,4,2022,2022-04-01,6.85,21.18
EdeSur,Ayuntamiento,4,2023,2023-04-01,10.5,21.75
EdeSur,Ayuntamiento,4,2024,2024-04-01,7.21,22.05
EdeSur,Ayuntamiento,5,2012,2012-05-01,4.169575,13.196402
EdeSur,Ayuntamiento,5,2013,2013-05-01,4.235473,12.65
EdeSur,Ayuntamiento,5,2014,2014-05-01,4.774611,14.737959
EdeSur,Ayuntamiento,5,2015,2015-05-01,4.777162,20.69789
EdeSur,Ayuntamiento,5,2016,2016-05-01,4.996761,16.719379
EdeSur,Ayuntamiento,5,2017,2017-05-01,9.98048,36.55538500000001
EdeSur,Ayuntamiento,5,2018,2018-05-01,5.194021,17.307509
EdeSur,Ayuntamiento,5,2019,2019-05-01,5.624612,18.191547999999994
EdeSur,Ayuntamiento,5,2020,2020-05-01,6.383816,20.615543999999996
EdeSur,Ayuntamiento,5,2021,2021-05-01,6.21,20.2
EdeSur,Ayuntamiento,5,2022,2022-05-01,6.91,21.2
EdeSur,Ayuntamiento,5,2023,2023-05-01,6.83,21.71
EdeSur,Ayuntamiento,5,2024,2024-05-01,7.3,22.09
EdeSur,Ayuntamiento,6,2012,2012-06-01,4.209997,13.186765
EdeSur,Ayuntamiento,6,2013,2013-06-01,4.27541,12.677006
EdeSur,Ayuntamiento,6,2014,2014-06-01,4.815,14.746454
EdeSur,Ayuntamiento,6,2015,2015-06-01,5.009899,16.824705
EdeSur,Ayuntamiento,6,2016,2016-06-01,5.130978,17.123627
EdeSur,Ayuntamiento,6,2017,2017-06-01,5.313235,-7.529626999999999
EdeSur,Ayuntamiento,6,2018,2018-06-01,6.197359,17.350695999999996
EdeSur,Ayuntamiento,6,2019,2019-06-01,5.606501,18.236639999999998
EdeSur,Ayuntamiento,6,2020,2020-06-01,6.520941,20.55509700000001
EdeSur,Ayuntamiento,6,2021,2021-06-01,6.44,20.28
EdeSur,Ayuntamiento,6,2022,2022-06-01,7.02,21.39
EdeSur,Ayuntamiento,6,2023,2023-06-01,7.22,21.91
EdeSur,Ayuntamiento,6,2024,2024-06-01,7.34,22.04
EdeSur,Ayuntamiento,7,2012,2012-07-01,4.212619,13.172647
EdeSur,Ayuntamiento,7,2013,2013-07-01,4.32,12.67
EdeSur,Ayuntamiento,7,2014,2014-07-01,4.894453,15.187312
EdeSur,Ayuntamiento,7,2015,2015-07-01,4.854913,15.869474
EdeSur,Ayuntamiento,7,2016,2016-07-01,4.983615,17.188732
EdeSur,Ayuntamiento,7,2017,2017-07-01,5.14735,17.43
EdeSur,Ayuntamiento,7,2018,2018-07-01,6.158202,17.447795999999993
EdeSur,Ayuntamiento,7,2019,2019-07-01,5.637661,18.257280999999995
EdeSur,Ayuntamiento,7,2020,2020-07-01,6.708039,20.48429399999999
EdeSur,Ayuntamiento,7,2021,2021-07-01,6.45,20.43
EdeSur,Ayuntamiento,7,2022,2022-07-01,6.99,21.343
EdeSur,Ayuntamiento,7,2023,2023-07-01,7.08,21.89
EdeSur,Ayuntamiento,7,2024,2024-07-01,7.37,22.1
EdeSur,Ayuntamiento,8,2012,2012-08-01,4.195605,9.275145
EdeSur,Ayuntamiento,8,2013,2013-08-01,4.480155,13.259787
EdeSur,Ayuntamiento,8,2014,2014-08-01,4.952687,15.421766
EdeSur,Ayuntamiento,8,2015,2015-08-01,4.889955,16.466818
EdeSur,Ayuntamiento,8,2016,2016-08-01,5.034403,16.274926
EdeSur,Ayuntamiento,8,2017,2017-08-01,5.32,17.21
EdeSur,Ayuntamiento,8,2018,2018-08-01,5.352975,17.410161
EdeSur,Ayuntamiento,8,2019,2019-08-01,7.009946,21.22561999999999
EdeSur,Ayuntamiento,8,2020,2020-08-01,6.474537,20.427636000000007
EdeSur,Ayuntamiento,8,2021,2021-08-01,6.42,20.3
EdeSur,Ayuntamiento,8,2022,2022-08-01,7.077223,21.449238
EdeSur,Ayuntamiento,8,2023,2023-08-01,7.68,22.16
EdeSur,Ayuntamiento,8,2024,2024-08-01,7.6,22.1
EdeSur,Ayuntamiento,9,2012,2012-09-01,4.23147,12.718619
EdeSur,Ayuntamiento,9,2013,2013-09-01,4.244125,12.847144
EdeSur,Ayuntamiento,9,2014,2014-09-01,4.963704,15.523543
EdeSur,Ayuntamiento,9,2015,2015-09-01,4.957026,16.476465
EdeSur,Ayuntamiento,9,2016,2016-09-01,5.170646,17.116951
EdeSur,Ayuntamiento,9,2017,2017-09-01,5.266713,17.331416
EdeSur,Ayuntamiento,9,2018,2018-09-01,6.119837,17.492476999999994
EdeSur,Ayuntamiento,9,2019,2019-09-01,6.0383,18.61776799999999
EdeSur,Ayuntamiento,9,2020,2020-09-01,6.592197,21.153563999999996
EdeSur,Ayuntamiento,9,2021,2021-09-01,6.88,21.3
EdeSur,Ayuntamiento,9,2022,2022-09-01,7.207032,21.486966000000002
EdeSur,Ayuntamiento,9,2023,2023-09-01,7.25,22.02
EdeSur,Ayuntamiento,9,2024,2024-09-01,7.469,22.1457
EdeSur,Ayuntamiento,10,2012,2012-10-01,4.219434,12.605534
EdeSur,Ayuntamiento,10,2013,2013-10-01,4.463929,13.312777
EdeSur,Ayuntamiento,10,2014,2014-10-01,6.6124,20.425001
EdeSur,Ayuntamiento,10,2015,2015-10-01,5.019737,16.544591
EdeSur,Ayuntamiento,10,2016,2016-10-01,5.103041,17.073406
EdeSur,Ayuntamiento,10,2017,2017-10-01,5.268958,17.091292999999997
EdeSur,Ayuntamiento,10,2018,2018-10-01,5.246694,17.419199
EdeSur,Ayuntamiento,10,2019,2019-10-01,6.273795,19.582919999999994
EdeSur,Ayuntamiento,10,2020,2020-10-01,6.607844,20.797753999999994
EdeSur,Ayuntamiento,10,2021,2021-10-01,6.71,20.58
EdeSur,Ayuntamiento,10,2022,2022-10-01,6.992006,21.469825999999998
EdeSur,Ayuntamiento,10,2023,2023-10-01,7.24,22.11
EdeSur,Ayuntamiento,10,2024,2024-10-01,7.381499,22.150528
EdeSur,Ayuntamiento,11,2012,2012-11-01,4.229698,12.592907
EdeSur,Ayuntamiento,11,2013,2013-11-01,4.779365,14.381386
EdeSur,Ayuntamiento,11,2014,2014-11-01,4.925508,15.853329
EdeSur,Ayuntamiento,11,2015,2015-11-01,4.993557,16.552529
EdeSur,Ayuntamiento,11,2016,2016-11-01,5.325509,17.112963
EdeSur,Ayuntamiento,11,2017,2017-11-01,5.288823,17.308577
EdeSur,Ayuntamiento,11,2018,2018-11-01,5.251905,17.374943
EdeSur,Ayuntamiento,11,2019,2019-11-01,6.231797,19.337242999999997
EdeSur,Ayuntamiento,11,2020,2020-11-01,6.505833,20.799955
EdeSur,Ayuntamiento,11,2021,2021-11-01,6.76,20.55
EdeSur,Ayuntamiento,11,2022,2022-11-01,7.138345,21.428583
EdeSur,Ayuntamiento,11,2023,2023-11-01,7.45,22.17
EdeSur,Ayuntamiento,11,2024,2024-11-01,7.50359,22.161667
EdeSur,Ayuntamiento,12,2012,2012-12-01,4.26,12.64
EdeSur,Ayuntamiento,12,2013,2013-12-01,4.803189,14.617006
EdeSur,Ayuntamiento,12,2014,2014-12-01,5.072122,16.97301
EdeSur,Ayuntamiento,12,2015,2015-12-01,4.80105,15.440076
EdeSur,Ayuntamiento,12,2016,2016-12-01,5.08,17.0
EdeSur,Ayuntamiento,12,2017,2017-12-01,5.271866,17.264788999999997
EdeSur,Ayuntamiento,12,2018,2018-12-01,5.211749,17.372109999999996
EdeSur,Ayuntamiento,12,2019,2019-12-01,6.30283,19.642880999999996
EdeSur,Ayuntamiento,12,2020,2020-12-01,6.586527,20.755924
EdeSur,Ayuntamiento,12,2021,2021-12-01,6.68,20.69
EdeSur,Ayuntamiento,12,2022,2022-12-01,6.865337,21.43786
EdeSur,Ayuntamiento,12,2023,2023-12-01,7.27,22.08
EdeSur,Ayuntamiento,12,2024,2024-12-01,7.359069999999999,22.384556
EdeSur,Comercial,1,2012,2012-01-01,21.930739,39.84334
EdeSur,Comercial,1,2013,2013-01-01,22.644148,51.005515
EdeSur,Comercial,1,2014,2014-01-01,25.04566,57.606241
EdeSur,Comercial,1,2015,2015-01-01,28.727108,71.809191
EdeSur,Comercial,1,2016,2016-01-01,32.54189,83.703988
EdeSur,Comercial,1,2017,2017-01-01,38.840047,110.79910700000005
EdeSur,Comercial,1,2018,2018-01-01,40.555842,108.911997
EdeSur,Comercial,1,2019,2019-01-01,42.444533,89.51069300000009
EdeSur,Comercial,1,2020,2020-01-01,48.806895,105.57758099999992
EdeSur,Comercial,1,2021,2021-01-01,73.48,150.041541
EdeSur,Comercial,1,2022,2022-01-01,66.857385,150.938362
EdeSur,Comercial,1,2023,2023-01-01,73.4,167.77
EdeSur,Comercial,1,2024,2024-01-01,84.57,197.56
EdeSur,Comercial,2,2012,2012-02-01,21.06614,41.090471
EdeSur,Comercial,2,2013,2013-02-01,21.848361,48.784383
EdeSur,Comercial,2,2014,2014-02-01,23.836485,53.215322
EdeSur,Comercial,2,2015,2015-02-01,29.667061,73.48744
EdeSur,Comercial,2,2016,2016-02-01,33.330972,85.380642
EdeSur,Comercial,2,2017,2017-02-01,37.883933,112.10967400000001
EdeSur,Comercial,2,2018,2018-02-01,42.628021,112.98529500000002
EdeSur,Comercial,2,2019,2019-02-01,41.132005,89.70034299999992
